Instancia | Area Maxima | Tempo (s)
cgcut1.txt | 98 | 2.0653
cgcut2.txt | 2188 | 3.5371
ed1.txt | 38 | 1.2095
ed3.txt | 105 | 0.6428
ngcut1.txt | 75 | 0.9216
ngcut10.txt | 660 | 1.2780
ngcut11.txt | 651 | 2.2870
ngcut12.txt | 792 | 2.5025
ngcut2.txt | 83 | 1.5824
ngcut3.txt | 90 | 2.8801
ngcut4.txt | 108 | 1.1892
ngcut5.txt | 130 | 1.6350
ngcut6.txt | 142 | 3.0784
ngcut7.txt | 154 | 1.7681
ngcut8.txt | 312 | 2.1015
ngcut9.txt | 372 | 2.3916
