Instancia | Area Maxima | Tempo (s)
cgcut1.txt | 98 | 0.3962
cgcut2.txt | 2188 | 0.8067
ed1.txt | 38 | 0.1970
ed3.txt | 105 | 0.1079
ngcut1.txt | 75 | 0.1875
ngcut10.txt | 660 | 0.1811
ngcut11.txt | 651 | 0.4466
ngcut12.txt | 792 | 0.4671
ngcut2.txt | 83 | 0.3270
ngcut3.txt | 90 | 0.5710
ngcut4.txt | 108 | 0.1981
ngcut5.txt | 130 | 0.4358
ngcut6.txt | 142 | 0.7979
ngcut7.txt | 154 | 0.3157
ngcut8.txt | 312 | 0.4575
ngcut9.txt | 372 | 0.6898
