T1000 A50

Instancia | Area Maxima | Tempo (s)
cgcut1.txt | 98 | 0.0411
cgcut2.txt | 2188 | 0.0617
ed1.txt | 38 | 0.0111
ed3.txt | 105 | 0.0103
ngcut1.txt | 75 | 0.0173
ngcut10.txt | 660 | 0.0178
ngcut11.txt | 651 | 0.0262
ngcut12.txt | 792 | 0.0329
ngcut2.txt | 83 | 0.0252
ngcut3.txt | 90 | 0.0381
ngcut4.txt | 108 | 0.0185
ngcut5.txt | 130 | 0.0245
ngcut6.txt | 142 | 0.0377
ngcut7.txt | 154 | 0.0202
ngcut8.txt | 312 | 0.0310
ngcut9.txt | 372 | 0.0451
